Accident ID;Date;Time;City;Country;Latitude;Longitude;Weather Condition;Road Condition;Vehicles Involved;Casualties;Cause
8e14aab5;7/02/2023;6:13;Beijing; China;-85.987.805;-25.886.677;Clear;Wet;4;1;Drunk Driving
b932d9b5;26/07/2023;10:48;Toronto; Canada;70.441.952;39.614.693;Hail;Dry;5;5;Weather Conditions
01e1171a;29/11/2024;7:33;Beijing; China;-85.175.484;83.804.581;Storm;Gravel;4;3;Distracted Driving
76c6f830;22/07/2024;1:03;São Paulo; Brazil;-18.855.108;-113.129.245;Fog;Icy;5;2;Drunk Driving
f2ab38e0;14/11/2023;18:08;Berlin; Germany;-6.240.884;113.873.392;Fog;Gravel;5;9;Mechanical Failure
72552548;17/12/2024;4:53;Toronto; Canada;-27.325.841;-66.227.906;Snow;Gravel;1;7;Mechanical Failure
17198006;18/03/2024;7:28;Beijing; China;-77.244.986;-161.135.098;Clear;Dry;4;7;Speeding
1ca0598e;13/07/2024;0:16;Paris; France;77.859.405;-165.163.247;Snow;Under Construction;5;10;Drunk Driving
bf829985;26/05/2024;2:31;London; UK;-65.652.703;1.845.046;Clear;Under Construction;1;1;Distracted Driving
56d9377b;7/06/2023;7:35;London; UK;-47.907.399;-50.901.982;Snow;Gravel;3;4;Distracted Driving
edfd8db6;4/09/2024;0:47;Toronto; Canada;87.421.613;-65.630.087;Snow;Wet;1;2;Distracted Driving
bd4e6c19;9/05/2024;21:56;Toronto; Canada;3.548.905;-170.444.443;Rain;Gravel;1;9;Weather Conditions
b88c41f7;17/03/2023;4:11;Sydney; Australia;-19.452.135;-138.535.959;Hail;Dry;1;3;Distracted Driving
0a01e985;9/02/2024;5:24;Tokyo; Japan;56.570.482;110.963.385;Fog;Wet;5;10;Mechanical Failure
580cfa6d;29/05/2024;0:39;London; UK;31.095.455;-61.194.162;Hail;Icy;4;5;Weather Conditions
2c22a898;21/06/2024;18:44;São Paulo; Brazil;57.202.324;169.150.507;Clear;Gravel;2;3;Mechanical Failure
d8eb05c7;8/11/2024;1:24;Beijing; China;53.680.614;83.974.506;Hail;Gravel;5;1;Mechanical Failure
08350c1b;23/12/2024;3:54;Sydney; Australia;24.854.566;178.994.506;Fog;Wet;3;8;Reckless Driving
dbedd04f;10/12/2024;3:23;Sydney; Australia;9.723.318;123.036.095;Snow;Under Construction;1;2;Reckless Driving
207b5187;29/08/2023;2:39;Toronto; Canada;74.885.467;165.923.169;Rain;Under Construction;4;6;Mechanical Failure
0fbb8cd8;12/07/2024;13:11;London; UK;79.676.256;70.990.024;Hail;Gravel;2;6;Reckless Driving
7026e6e0;19/05/2023;15:30;New York; USA;-85.615.212;-151.851.293;Storm;Wet;3;10;Reckless Driving
37dc9351;24/12/2023;12:29;Mumbai; India;22.964.127;-145.498.185;Snow;Gravel;4;3;Speeding
f98439f6;31/05/2023;19:18;Beijing; China;-24.839.795;-88.976.029;Storm;Snowy;4;8;Speeding
1d73a85e;13/01/2024;9:59;Berlin; Germany;25.649.126;-178.176.838;Clear;Under Construction;5;4;Distracted Driving
286fde54;28/12/2023;22:49;New York; USA;36.608.296;72.242.732;Snow;Dry;2;4;Weather Conditions
b6b29c07;20/01/2023;1:20;Beijing; China;83.732.015;116.148.745;Storm;Icy;4;9;Mechanical Failure
64980750;4/05/2024;13:53;Berlin; Germany;11.923.734;9.377.425;Hail;Snowy;1;2;Reckless Driving
a4220112;2/01/2023;19:48;Mumbai; India;63.455.895;-162.974.286;Hail;Icy;4;8;Drunk Driving
53dfe8e9;3/06/2023;16:59;New York; USA;-16.653.928;-176.061.115;Rain;Wet;2;9;Speeding
fe78d31d;1/08/2023;22:09;Beijing; China;-1.283.798;-153.815.892;Fog;Gravel;1;5;Weather Conditions
2398ab29;5/04/2024;19:43;London; UK;-10.286.138;75.008.385;Storm;Under Construction;2;6;Distracted Driving
1e15ccf3;28/01/2024;17:13;Beijing; China;36.598.087;-13.375.369;Clear;Snowy;4;10;Weather Conditions
b355dd95;28/11/2024;15:24;Mumbai; India;-73.058.316;-102.732.222;Storm;Dry;3;6;Distracted Driving
61687cdc;3/01/2024;13:52;Tokyo; Japan;-15.853.095;135.163.884;Hail;Icy;4;3;Reckless Driving
2b9f71e0;4/03/2024;4:51;London; UK;32.586.519;2.005.824;Storm;Gravel;4;8;Distracted Driving
6e09afad;23/07/2024;14:54;London; UK;87.850.975;115.149.756;Fog;Wet;2;6;Reckless Driving
8fc3bbd8;5/03/2024;1:59;Berlin; Germany;-86.457.012;165.153.764;Clear;Icy;4;9;Weather Conditions
bf7454e9;3/01/2023;16:11;New York; USA;31.207.371;165.100.001;Fog;Dry;1;9;Weather Conditions
8e47ed29;23/06/2023;4:52;Berlin; Germany;-15.857.897;-140.203.161;Storm;Under Construction;2;0;Weather Conditions
91bccd32;17/03/2024;5:27;Paris; France;31.253.305;-1.405.306;Storm;Snowy;1;4;Drunk Driving
7b9bd1b6;28/01/2024;20:48;London; UK;20.664.793;-0.771971;Storm;Under Construction;1;5;Mechanical Failure
a6db32c5;2/01/2024;20:05;Mumbai; India;-64.556.159;133.265.905;Fog;Under Construction;4;3;Speeding
0971575a;26/07/2024;9:04;Berlin; Germany;-45.483.643;-90.689.384;Storm;Snowy;2;10;Speeding
61eb76b9;6/01/2024;8:26;Mumbai; India;87.977.305;-171.002.684;Snow;Gravel;1;1;Reckless Driving
dcc957ff;17/03/2023;8:23;Sydney; Australia;14.324.893;13.621.912;Clear;Gravel;4;3;Mechanical Failure
437ec64b;2/12/2024;22:24;Sydney; Australia;82.121.225;1.728.221;Clear;Gravel;4;10;Drunk Driving
79a2fe23;1/07/2024;8:58;Paris; France;51.138.739;97.917.608;Storm;Icy;4;0;Speeding
0bafb08f;7/02/2023;11:49;New York; USA;17.745.317;74.745.159;Fog;Snowy;4;4;Drunk Driving
fb655e39;25/09/2024;17:46;Tokyo; Japan;27.903.296;0.594491;Rain;Icy;4;1;Mechanical Failure
f3aee816;12/08/2023;19:31;New York; USA;53.981.513;128.697.798;Hail;Under Construction;4;6;Speeding
d11c20cc;1/03/2023;6:15;Berlin; Germany;70.141.305;-124.700.708;Clear;Snowy;1;3;Weather Conditions
367d9d38;29/05/2023;16:27;Beijing; China;24.095.988;40.538.905;Storm;Gravel;5;10;Drunk Driving
0f194c4e;27/08/2024;18:08;Berlin; Germany;-51.833.754;-89.673.791;Rain;Snowy;3;2;Mechanical Failure
9f2c06a9;2/08/2024;13:55;New York; USA;-4.889.401;-121.693.451;Rain;Snowy;3;8;Distracted Driving
20f31487;7/03/2024;2:08;Sydney; Australia;-27.822.225;117.573.751;Fog;Gravel;2;8;Reckless Driving
ae8edb47;1/02/2024;18:51;Tokyo; Japan;45.507.326;-19.033.056;Clear;Icy;3;0;Weather Conditions
31d68a79;10/01/2023;8:20;Toronto; Canada;14.250.598;-85.095.396;Snow;Wet;2;5;Mechanical Failure
f338bd9f;6/10/2024;1:51;Berlin; Germany;1.630.352;87.281.844;Clear;Under Construction;5;10;Reckless Driving
f58813ab;6/09/2024;7:51;Beijing; China;18.904.007;-177.110.881;Fog;Icy;2;5;Drunk Driving
904405eb;10/03/2024;4:06;Tokyo; Japan;23.301.284;-171.345.709;Snow;Wet;4;1;Weather Conditions
33912b2a;10/06/2024;2:39;Berlin; Germany;-33.106.231;-121.908.995;Hail;Dry;2;9;Speeding
edf6ec77;24/04/2024;6:31;Tokyo; Japan;-68.950.514;-116.788.914;Storm;Under Construction;2;0;Mechanical Failure
534ce8e7;23/09/2024;18:53;Beijing; China;53.408.001;-54.856.456;Storm;Icy;2;9;Weather Conditions
8aaa3bcf;9/12/2023;10:17;Paris; France;-48.261.969;140.691.345;Snow;Icy;4;4;Distracted Driving
aca2926a;4/08/2024;17:21;São Paulo; Brazil;74.252.146;-147.680.838;Rain;Icy;5;4;Speeding
43f3fab6;19/05/2024;16:41;Beijing; China;-29.166.933;72.169.716;Rain;Icy;1;5;Reckless Driving
01a7dbdb;26/02/2024;23:32;Mumbai; India;-25.293.289;50.987.572;Rain;Snowy;5;0;Weather Conditions
e5a0ee24;29/07/2023;7:33;Mumbai; India;527.421;158.299.121;Rain;Snowy;3;0;Reckless Driving
c317e765;17/03/2024;10:34;Berlin; Germany;33.699.196;147.347.259;Fog;Dry;3;3;Speeding
99dd80a8;27/01/2024;11:10;London; UK;-54.640.842;-145.084.654;Fog;Dry;5;2;Distracted Driving
90bf5241;2/07/2024;12:31;Sydney; Australia;4.652.764;3.848.213;Snow;Gravel;4;6;Speeding
2bff03cc;11/01/2024;16:25;Beijing; China;-12.118.796;8.996.368;Storm;Icy;2;2;Mechanical Failure
e3cba579;19/09/2023;6:23;Mumbai; India;59.157.792;-3.027.005;Fog;Icy;4;7;Mechanical Failure
a40f87a0;1/05/2024;18:25;Beijing; China;73.660.754;4.528.334;Snow;Icy;1;3;Distracted Driving
57558d68;23/05/2023;10:58;Toronto; Canada;-1.900.673;-16.062.077;Clear;Under Construction;5;2;Weather Conditions
bc45584e;26/10/2023;2:54;Tokyo; Japan;52.832.671;-27.590.589;Fog;Icy;5;2;Speeding
5815fd9f;28/07/2024;18:02;London; UK;-64.475.762;-18.849.234;Hail;Dry;2;6;Reckless Driving
79ae4aa1;17/10/2024;0:38;Mumbai; India;-59.521.558;-73.605.625;Storm;Gravel;1;2;Weather Conditions
2f4c59e2;14/10/2024;11:55;Sydney; Australia;33.843.893;66.628.338;Snow;Icy;5;7;Mechanical Failure
75076362;20/10/2024;12:13;Berlin; Germany;-74.074.501;75.918.945;Rain;Gravel;5;8;Drunk Driving
a99fcb9f;27/06/2024;16:40;Beijing; China;79.716.977;76.379.387;Clear;Icy;3;3;Reckless Driving
9867097e;14/01/2024;11:22;Tokyo; Japan;71.791.707;123.049.973;Fog;Icy;3;4;Reckless Driving
eab4a78f;10/01/2023;19:59;Paris; France;63.577.603;-23.882.305;Storm;Wet;2;4;Mechanical Failure
70460e8b;15/06/2024;1:02;Paris; France;-77.710.144;65.226.046;Clear;Dry;5;8;Drunk Driving
a22d783d;29/09/2023;0:38;London; UK;-40.478.694;34.757.022;Snow;Icy;4;7;Speeding
f4d609a7;22/10/2023;18:19;Paris; France;-64.314.689;87.774.637;Rain;Icy;5;0;Drunk Driving
8ebc4f04;9/12/2023;19:15;Mumbai; India;23.005.259;-12.335.277;Rain;Gravel;3;10;Drunk Driving
953b448f;9/10/2024;9:09;Beijing; China;-8.099.644;7.112.549;Storm;Wet;2;3;Speeding
c2af9ba7;22/02/2023;21:12;London; UK;-36.194.233;-51.637.188;Snow;Wet;3;8;Mechanical Failure
4704e325;11/01/2023;7:39;Toronto; Canada;16.544.691;-20.655.126;Clear;Under Construction;4;1;Drunk Driving
4489410d;9/04/2023;1:00;Sydney; Australia;81.574.077;166.479.748;Clear;Icy;2;10;Distracted Driving
d7a93bda;26/02/2024;23:30;Beijing; China;56.296.744;15.686.953;Storm;Under Construction;2;1;Drunk Driving
8a9b2adf;11/12/2023;5:26;Tokyo; Japan;-68.228.828;-13.752.565;Storm;Dry;2;5;Distracted Driving
9fcf9b96;27/06/2023;19:01;São Paulo; Brazil;-46.269.805;-142.262.647;Clear;Icy;2;3;Mechanical Failure
b6b5bd84;2/09/2023;10:00;Paris; France;30.421.916;-67.201.232;Hail;Gravel;5;4;Speeding
bfa936cc;3/08/2024;5:49;São Paulo; Brazil;-9.318.235;12.612.169;Rain;Icy;1;6;Drunk Driving
683d9336;28/01/2023;10:50;Berlin; Germany;-79.126.684;48.959.722;Snow;Gravel;5;10;Mechanical Failure
99f0eab9;25/01/2023;2:56;Berlin; Germany;46.443.539;-159.776.917;Fog;Icy;5;0;Distracted Driving
717f8ef1;8/05/2024;18:19;São Paulo; Brazil;82.090.959;-89.156;Clear;Gravel;5;5;Mechanical Failure
6f581157;17/05/2023;19:21;London; UK;86.074.362;99.738.951;Storm;Snowy;1;0;Reckless Driving
38e166c1;22/06/2023;12:55;Berlin; Germany;-11.728.754;44.083.234;Rain;Snowy;2;0;Speeding
497bca30;29/04/2024;6:01;Toronto; Canada;31.097.252;-34.728.557;Clear;Icy;1;4;Mechanical Failure
21f83b22;1/08/2023;23:19;Mumbai; India;48.035.949;78.022.918;Rain;Wet;2;4;Weather Conditions
50c45f71;6/06/2023;4:41;London; UK;-33.233.729;56.348.163;Snow;Gravel;4;8;Distracted Driving
d4371831;3/04/2024;6:35;London; UK;64.475.454;-79.957.269;Snow;Icy;1;2;Reckless Driving
dbb2e409;8/02/2023;21:28;São Paulo; Brazil;7.593.919;-74.202.231;Fog;Wet;4;8;Weather Conditions
720b77cc;9/06/2024;19:29;Beijing; China;-51.343.475;-65.017.856;Storm;Gravel;5;5;Drunk Driving
a0e8f26a;12/05/2023;6:05;Beijing; China;-50.571.974;173.440.031;Storm;Icy;5;8;Drunk Driving
8a2c13a5;26/07/2024;1:03;London; UK;57.195.928;130.529.033;Snow;Dry;5;2;Distracted Driving
ff3821b5;10/09/2024;15:48;London; UK;7.878.389;-11.677.248;Clear;Under Construction;3;1;Drunk Driving
075e52dd;18/02/2024;22:17;London; UK;32.070.027;-126.268.791;Fog;Wet;2;8;Reckless Driving
e249ad07;20/12/2023;5:03;London; UK;11.330.886;-147.278.893;Hail;Gravel;4;7;Speeding
7a9f1603;14/05/2023;20:04;New York; USA;5.881.955;-122.930.174;Rain;Wet;3;9;Mechanical Failure
985c9982;26/01/2023;8:38;São Paulo; Brazil;-5.724.917;-109.679.328;Clear;Dry;2;3;Weather Conditions
a2ff9fc8;7/05/2023;19:46;Sydney; Australia;-86.383.563;-126.266.355;Storm;Wet;2;3;Drunk Driving
60f8367f;23/07/2023;20:54;Toronto; Canada;44.165.447;105.732.195;Rain;Dry;3;4;Mechanical Failure
d1d10970;19/01/2024;10:36;Mumbai; India;-51.744.888;-97.797.586;Snow;Dry;2;0;Speeding
2fa30e0b;14/11/2023;15:59;São Paulo; Brazil;30.433.865;-141.850.598;Hail;Under Construction;3;8;Weather Conditions
e3be795f;21/09/2023;8:45;Beijing; China;-79.167.617;143.432.355;Rain;Dry;4;0;Distracted Driving
5a89910b;10/02/2024;13:11;Paris; France;-8.587.519;125.731.254;Storm;Snowy;1;6;Speeding
437cab6d;23/03/2024;7:05;London; UK;72.291.144;-62.569.553;Clear;Gravel;2;3;Speeding
78412953;16/12/2024;20:16;Beijing; China;49.345.966;-167.653.388;Snow;Under Construction;3;2;Mechanical Failure
d99ba636;19/03/2024;4:35;Paris; France;53.378.944;14.508.395;Snow;Wet;2;4;Drunk Driving
bdac9d5a;5/06/2023;11:19;São Paulo; Brazil;-76.899.831;-27.195.437;Fog;Snowy;2;3;Distracted Driving
ef74853c;9/11/2024;8:39;Mumbai; India;40.597.597;-112.591.334;Hail;Gravel;3;10;Distracted Driving
507546c2;14/01/2023;5:53;Berlin; Germany;80.308.551;121.570.693;Storm;Under Construction;1;2;Weather Conditions
467b64c6;23/07/2024;13:44;Tokyo; Japan;-43.062.201;90.014.586;Hail;Under Construction;4;0;Weather Conditions
5915cca9;10/09/2024;6:09;Paris; France;16.049.555;-30.028.664;Fog;Wet;1;10;Weather Conditions
71edb98f;14/12/2024;4:24;Sydney; Australia;-67.477.569;4.476.635;Clear;Under Construction;4;6;Mechanical Failure
efabcd9a;22/01/2023;13:47;Mumbai; India;80.769.584;67.489.975;Snow;Dry;3;3;Weather Conditions
fc130edf;21/07/2024;17:06;Toronto; Canada;-23.078.698;10.670.136;Storm;Dry;4;7;Reckless Driving
427baf4d;16/05/2023;10:46;Tokyo; Japan;-79.528.125;-29.318.441;Snow;Icy;5;7;Mechanical Failure
ad291fac;19/12/2023;18:17;Toronto; Canada;-39.801.627;-113.660.064;Clear;Dry;3;3;Distracted Driving
28ad5efc;13/03/2023;21:01;Sydney; Australia;-60.336.922;150.109.972;Fog;Under Construction;3;3;Drunk Driving
48ca8751;17/11/2024;17:07;Paris; France;86.200.749;85.602.828;Fog;Snowy;1;10;Weather Conditions
7b2bb781;4/01/2024;7:44;New York; USA;85.378.454;-1.363.183;Fog;Gravel;5;8;Drunk Driving
6fcd49be;15/09/2024;12:27;Toronto; Canada;39.646.751;-23.742.997;Snow;Dry;4;4;Drunk Driving
9e06880e;9/11/2024;4:18;London; UK;52.073.481;4.494.081;Storm;Dry;2;5;Drunk Driving
ebad9cfd;25/04/2023;23:46;Paris; France;-28.440.639;-171.701.282;Storm;Icy;2;8;Speeding
50a0be9b;22/04/2024;1:44;Mumbai; India;-14.556.854;-14.801.864;Fog;Snowy;5;4;Distracted Driving
363451d6;20/01/2024;14:33;Sydney; Australia;-7.880.914;-88.204.912;Fog;Dry;3;0;Speeding
e75081fd;25/04/2023;9:43;Sydney; Australia;26.036.369;89.730.854;Rain;Under Construction;2;9;Reckless Driving
6d6bddce;17/11/2023;23:12;Toronto; Canada;-43.090.193;-97.742.415;Rain;Snowy;5;9;Mechanical Failure
d947d297;28/03/2024;11:52;Toronto; Canada;-3.634.739;-23.280.463;Rain;Wet;4;0;Reckless Driving
8b603e01;6/01/2023;16:25;Berlin; Germany;16.054.662;-21.179.242;Storm;Gravel;4;8;Speeding
f0ab2233;6/11/2023;20:31;Sydney; Australia;-3.995.929;28.481.268;Snow;Wet;5;8;Mechanical Failure
539ab06a;24/10/2024;15:05;Sydney; Australia;-46.267.914;80.724.726;Snow;Wet;5;10;Drunk Driving
7a9ab7d4;10/01/2024;12:54;Toronto; Canada;31.277.233;91.762.115;Snow;Under Construction;2;5;Distracted Driving
e1792fe8;21/09/2024;2:25;Paris; France;-13.062.969;110.614.205;Clear;Under Construction;3;5;Drunk Driving
704ff0f7;28/03/2023;16:14;Sydney; Australia;86.252.307;-101.266.285;Rain;Dry;5;6;Mechanical Failure
7b7ce00c;11/03/2023;13:31;London; UK;-21.308.601;-1.726.341;Storm;Snowy;4;2;Reckless Driving
5363c684;12/06/2024;9:08;Berlin; Germany;89.965.163;-23.061.256;Hail;Gravel;3;0;Mechanical Failure
75ee25d5;25/08/2023;22:09;São Paulo; Brazil;2.285.817;-18.441.219;Hail;Gravel;4;5;Reckless Driving
9e09b5ad;10/08/2023;3:52;Berlin; Germany;52.794.199;90.746.203;Storm;Dry;3;4;Mechanical Failure
fe99c571;22/10/2024;5:16;Toronto; Canada;2.309.038;-121.264.329;Rain;Icy;2;2;Reckless Driving
171a33fc;20/12/2024;7:48;Beijing; China;51.787.237;-138.574.956;Storm;Under Construction;3;9;Speeding
52791a22;5/12/2024;23:14;London; UK;75.432.491;-119.950.415;Snow;Dry;4;0;Drunk Driving
24da75ec;24/02/2023;5:39;Tokyo; Japan;-56.607.284;72.216.364;Snow;Dry;5;9;Weather Conditions
23456d8c;27/02/2024;22:21;Toronto; Canada;-80.858.426;-125.288.426;Storm;Icy;3;5;Reckless Driving
1b113fdc;3/06/2023;0:23;Tokyo; Japan;40.262.583;10.777.624;Fog;Dry;3;6;Distracted Driving
cdf036d1;13/03/2023;0:35;Mumbai; India;32.423.069;-160.103.729;Storm;Wet;1;7;Speeding
4b263d72;24/10/2023;22:55;São Paulo; Brazil;-9.327.968;-333.129;Storm;Gravel;2;1;Speeding
20ff579c;20/11/2024;11:06;Berlin; Germany;-3.382.367;101.423.496;Hail;Dry;2;10;Speeding
91965938;23/06/2024;6:53;Berlin; Germany;23.122.984;-118.844.551;Snow;Snowy;3;7;Distracted Driving
bc7d2d21;31/08/2023;18:22;Tokyo; Japan;-79.618.051;-10.124.672;Snow;Wet;4;4;Weather Conditions
86a8a839;9/09/2024;6:31;São Paulo; Brazil;8.470.649;-106.860.665;Rain;Snowy;3;2;Distracted Driving
75b454c6;15/10/2023;9:51;São Paulo; Brazil;10.719.766;175.165.936;Hail;Icy;4;0;Weather Conditions
25c33699;10/10/2024;1:45;Sydney; Australia;-9.629.792;-94.426.787;Snow;Wet;3;7;Distracted Driving
51671631;29/01/2024;4:28;Tokyo; Japan;23.894.007;-73.592.199;Clear;Icy;5;1;Mechanical Failure
717c4a65;26/02/2023;11:46;Berlin; Germany;-72.463.657;-7.572.627;Fog;Snowy;5;3;Drunk Driving
dcbf777d;5/06/2023;17:09;São Paulo; Brazil;-17.995.348;19.950.191;Snow;Gravel;1;1;Mechanical Failure
a687f5d0;30/07/2024;2:52;São Paulo; Brazil;-59.987.565;-163.716.181;Fog;Snowy;4;9;Reckless Driving
20d96519;2/09/2024;6:58;Paris; France;29.597.919;136.861.866;Rain;Wet;2;7;Speeding
224908cf;5/12/2024;13:51;Toronto; Canada;14.158.657;-38.421.554;Hail;Dry;1;6;Mechanical Failure
8ac08d30;26/09/2023;19:35;São Paulo; Brazil;87.968.215;-13.210.774;Clear;Dry;2;7;Mechanical Failure
7a28aaa5;4/04/2024;22:29;Toronto; Canada;-70.387.016;-115.167.873;Rain;Icy;1;2;Mechanical Failure
7973d39c;23/08/2023;17:16;São Paulo; Brazil;-31.568.195;-98.161.483;Storm;Gravel;5;1;Drunk Driving
fc226bbe;8/06/2024;18:25;Beijing; China;81.557.425;15.554.911;Fog;Wet;3;10;Weather Conditions
ab9c8e88;10/09/2024;13:34;Toronto; Canada;-82.052.053;151.699.577;Fog;Wet;2;7;Weather Conditions
42dbf833;4/01/2024;17:33;New York; USA;-59.831.549;101.650.932;Rain;Snowy;3;6;Distracted Driving
c6a230b5;3/05/2024;13:23;Sydney; Australia;47.019.814;-32.517.469;Hail;Under Construction;5;10;Reckless Driving
d6954d7e;24/01/2023;20:31;Toronto; Canada;-71.854.997;69.521.867;Clear;Under Construction;3;4;Weather Conditions
2555dd48;12/06/2024;2:40;Beijing; China;32.462.734;-27.729.115;Rain;Snowy;5;5;Distracted Driving
09691a0e;31/07/2023;15:05;São Paulo; Brazil;-84.655.513;63.796.021;Hail;Icy;1;3;Reckless Driving
91c5a4f8;29/04/2023;22:33;Sydney; Australia;-20.702.782;77.773.387;Fog;Gravel;3;10;Reckless Driving
d1451e60;7/05/2024;18:44;Toronto; Canada;-5.694.372;-3.675.808;Hail;Snowy;1;8;Drunk Driving
4fbe2918;7/08/2024;18:11;Tokyo; Japan;29.074.689;125.958.117;Fog;Under Construction;5;9;Speeding
f0cfbd04;2/06/2023;8:37;Beijing; China;48.287.682;54.553.836;Fog;Gravel;2;5;Weather Conditions
408b632d;17/09/2023;10:28;Sydney; Australia;-29.200.652;-93.252.838;Clear;Gravel;5;2;Distracted Driving
8336a255;14/01/2024;12:01;Paris; France;-22.027.261;-42.127.641;Hail;Gravel;1;3;Reckless Driving
b5dd1a38;16/06/2024;9:10;Beijing; China;14.868.387;43.204.115;Hail;Gravel;4;6;Drunk Driving
fb856994;12/05/2023;0:26;Paris; France;-49.375.434;31.860.863;Storm;Under Construction;3;8;Speeding
31736b85;14/09/2023;7:07;New York; USA;-47.047.927;-133.058.797;Hail;Gravel;4;4;Weather Conditions
3d045dcd;22/11/2024;2:42;Paris; France;-19.747.709;-17.679.015;Hail;Under Construction;4;6;Weather Conditions
4b160a21;16/10/2024;5:31;Paris; France;-0.12431;58.735.067;Snow;Snowy;2;5;Mechanical Failure
755ba246;19/12/2023;8:09;New York; USA;13.940.788;-156.129.764;Storm;Under Construction;1;0;Reckless Driving
b6038198;5/05/2023;9:09;Mumbai; India;26.747.371;146.710.431;Fog;Icy;4;0;Drunk Driving
46c26ecd;13/11/2023;19:02;London; UK;-28.528.696;-133.374.167;Clear;Wet;3;0;Drunk Driving
83316dbc;29/11/2024;12:44;Beijing; China;42.558.728;22.379.537;Storm;Icy;4;0;Drunk Driving
d70443f6;2/11/2024;1:07;Berlin; Germany;-62.203.376;-174.160.472;Storm;Icy;2;8;Weather Conditions
c62b2a26;14/05/2023;3:15;New York; USA;-22.171.586;78.428.807;Fog;Under Construction;4;6;Distracted Driving
eeaf9ec9;16/11/2023;19:31;Beijing; China;28.791.044;50.262.225;Fog;Icy;3;5;Reckless Driving
c4c404a0;17/08/2023;9:32;São Paulo; Brazil;79.346.349;117.450.146;Hail;Wet;5;8;Reckless Driving
8c1d5c77;27/03/2023;4:32;Sydney; Australia;-87.424.745;3.495.777;Hail;Gravel;1;5;Reckless Driving
0c4b3785;27/10/2024;23:09;London; UK;-82.981.176;-132.564.438;Snow;Wet;3;10;Mechanical Failure
aa38565a;5/11/2024;2:32;Berlin; Germany;65.602.233;-4.952.545;Hail;Under Construction;4;0;Mechanical Failure
582ce610;12/07/2024;6:04;Beijing; China;-0.810389;-41.953.226;Rain;Dry;2;7;Speeding
cbad5dcd;6/06/2023;6:49;São Paulo; Brazil;-2.953.974;-5.633.869;Clear;Wet;1;7;Mechanical Failure
99d1caf4;15/10/2023;0:19;São Paulo; Brazil;-37.499.489;-3.339.834;Fog;Icy;3;0;Drunk Driving
963924f6;27/01/2023;3:28;London; UK;48.520.113;177.619.941;Hail;Gravel;2;8;Distracted Driving
0288b8c8;24/10/2023;22:19;Mumbai; India;-0.8561;-148.631.487;Hail;Icy;5;2;Weather Conditions
1c7f1536;28/11/2023;9:24;Paris; France;77.301.191;159.320.648;Rain;Snowy;4;0;Drunk Driving
df0caa61;26/09/2023;2:01;Berlin; Germany;-1.113.005;-36.043.812;Clear;Snowy;2;9;Distracted Driving
ee598ce7;18/01/2024;6:03;New York; USA;-15.703.411;3.418.538;Hail;Icy;4;9;Mechanical Failure
e4babbf0;11/10/2023;5:23;Berlin; Germany;-86.872.032;-62.039.003;Clear;Gravel;5;8;Distracted Driving
f0741431;26/02/2023;6:49;Beijing; China;-46.702.813;166.279.342;Fog;Icy;4;9;Drunk Driving
04441d30;6/01/2023;14:35;New York; USA;-43.154.918;82.101.069;Fog;Snowy;4;2;Mechanical Failure
8692e47e;5/05/2023;5:19;New York; USA;-7.180.889;115.527.355;Hail;Under Construction;3;4;Distracted Driving
2f070a94;22/04/2023;9:54;Berlin; Germany;-35.519.666;-108.907.469;Fog;Snowy;1;5;Reckless Driving
4406ec4b;28/04/2024;0:28;Sydney; Australia;29.961.954;14.590.711;Hail;Dry;4;5;Distracted Driving
66cac387;29/06/2023;22:20;London; UK;-0.547544;148.769.388;Rain;Icy;4;3;Speeding
78d613d1;4/05/2023;18:36;Berlin; Germany;-51.853.532;105.104.408;Storm;Under Construction;3;1;Reckless Driving
4cf246db;23/10/2023;2:23;Paris; France;-33.346.748;87.318.597;Clear;Gravel;5;6;Distracted Driving
a89cc615;18/03/2024;0:54;São Paulo; Brazil;43.025.759;26.376.717;Snow;Gravel;1;10;Weather Conditions
65cdeb99;14/12/2024;1:28;Toronto; Canada;58.190.342;72.147.462;Storm;Icy;1;5;Mechanical Failure
c621b4cb;20/06/2024;14:08;New York; USA;-67.853.942;55.157.254;Fog;Icy;1;5;Mechanical Failure
5b292edf;9/06/2024;5:32;São Paulo; Brazil;-8.776.381;-108.639.973;Clear;Wet;3;8;Distracted Driving
79828589;21/03/2024;10:37;Sydney; Australia;-56.150.908;-160.422.787;Hail;Dry;5;9;Mechanical Failure
6806d208;22/04/2024;0:26;São Paulo; Brazil;4.340.306;-152.087.786;Storm;Dry;5;7;Speeding
a6274c46;10/08/2023;19:29;Paris; France;-49.080.741;-173.727.762;Snow;Dry;3;3;Speeding
fe727107;14/03/2023;4:50;London; UK;-56.261.097;-58.799.492;Rain;Snowy;5;1;Reckless Driving
2ff5183d;29/04/2024;1:56;Mumbai; India;-79.274.876;87.213.829;Fog;Gravel;1;1;Speeding
12314b71;31/05/2024;22:16;Sydney; Australia;-68.094.844;11.033.704;Hail;Icy;2;1;Weather Conditions
c5f7d301;21/12/2024;8:19;Beijing; China;-27.957.049;106.578.598;Rain;Wet;2;8;Weather Conditions
21c9ae81;20/11/2023;14:17;Tokyo; Japan;-12.455.971;93.164.037;Hail;Snowy;2;6;Distracted Driving
2cf31b29;4/11/2023;6:11;Paris; France;44.009.043;72.535.973;Snow;Dry;5;9;Reckless Driving
